%time,field.data
608101000000,0.0
608101000000,0.0
608201000000,0.0
608301000000,0.0
608401000000,0.0
608501000000,0.0
608601000000,0.0
608701000000,0.0
608803000000,0.0
608901000000,0.0
609001000000,0.0
609102000000,0.0
609202000000,0.0
609301000000,0.0
609401000000,0.0
609501000000,0.0
609601000000,0.0
609701000000,0.0
609801000000,0.0
609901000000,0.0
610001000000,1.28422359769e-19
610105000000,1.96333516643e-18
610202000000,2.19548343349e-18
610301000000,1.62841432768e-18
610401000000,1.381677398e-18
610501000000,1.55865244025e-18
610601000000,5.07852320244e-19
610701000000,2.93097495885e-18
610801000000,0.00215038688257
610902000000,0.0120805701425
611006000000,0.0254289787676
611101000000,0.0449656015802
611202000000,0.065055035858
611302000000,0.0768886671264
611402000000,0.0897431519089
611501000000,0.0930428333546
611601000000,0.110891766162
611702000000,0.134190886311
611802000000,0.137450074348
611901000000,0.129217438809
612001000000,0.147899206132
612102000000,0.153308319759
612202000000,0.129573435501
612301000000,0.0869187083543
612409000000,0.0426335800982
612501000000,0.0342096661805
612602000000,0.086776423262
612702000000,0.1353956358
612801000000,0.163504094498
612902000000,0.208607146303
613001000000,0.244151345136
613102000000,0.258865964858
613203000000,0.285944687973
613301000000,0.292118714153
613401000000,0.314276749114
613503000000,0.311631574194
613601000000,0.336378530839
613701000000,0.434654866463
613801000000,0.607986332366
613905000000,0.828303580413
614002000000,1.04091248956
614106000000,1.31824710935
614205000000,1.54201356499
614301000000,1.80525101761
614402000000,1.93677216988
614501000000,2.17675819169
614601000000,2.09988281116
614702000000,2.36499478646
614801000000,2.43044767157
614901000000,2.34111344032
